source,target,link_type,article_id
Blue Chip,Telkom Indonesia,ORGANIZATION,trikomsel_00038
Court,Reuters,ORGANIZATION,trikomsel_00001
Court,Trikomsel,ORGANIZATION,trikomsel_00001
Court,Trikomsel Pte Ltd,ORGANIZATION,trikomsel_00001
Global Teleshop,Trikomsel Oke,ORGANIZATION,trikomsel_00008
Reuters,Trikomsel,ORGANIZATION,trikomsel_00001
Reuters,Trikomsel Pte Ltd,ORGANIZATION,trikomsel_00001
Trikomsel,Trikomsel Pte Ltd,ORGANIZATION,trikomsel_00001
Trikomsel Pte,Trikomsel pte ltd,ORGANIZATION,trikomsel_00000
