topic_id,article_id,date,title,full_title,media,language,topic_score,article_score,href,thumbnail,abstract,topic_title,text,sentiment_score,sentiment_magnitude,topic_sentiment_score,organization,person
-1,tkh_group_pte._ltd._00000,2018-04-02,Tkh Group Pte Ltd | Investment Management Companies - Yellow Pages,Tkh Group Pte Ltd | Investment Management Companies - Yellow Pages,,en,1.0,1.0,https://www.yellowpages.com.sg/company/tkh-group-pte-ltd,,"Apr 2, 2018 - Tkh Group Pte Ltd is dealing with Investment Management Companies, located at 78 South Bridge Rd Leong Tong Fook Bldg Singapore 058708, contact ...",Tkh Group Pte Ltd | Investment Management Companies - Yellow Pages,"Tkh Group Pte Ltd | Investment Management Companies - Yellow Pages. Apr 2, 2018 - Tkh Group Pte Ltd is dealing with Investment Management Companies, located at 78 South Bridge Rd Leong Tong Fook Bldg Singapore 058708, contact ...",0.0,0.0,0.0,Investment Management Companies|Tkh Group Pte Ltd|Yellow Pages,
-2,cosy_housing_development_pte_ltd_00000,2017-12-29,Judgments > Resources > Strata Titles Boards,Judgments > Resources > Strata Titles Boards,,en,1.0,1.0,https://www.stratatb.gov.sg/resources-judgments.html,,"Dec 29, 2017 - STB 117 of 2017 - Lee Kum Huat Edward and anor v Ang Lay Kian and anor (1 Respondent), Ng Wai Chun and anor (2 Respondent) (“Sherwood Towers”).",Judgments > Resources > Strata Titles Boards,"Judgments > Resources > Strata Titles Boards. Dec 29, 2017 - STB 117 of 2017 - Lee Kum Huat Edward and anor v Ang Lay Kian and anor (1 Respondent), Ng Wai Chun and anor (2 Respondent) (“Sherwood Towers”).",0.0,0.10000000149011612,0.0,Strata Titles Boards,Lee Kum Huat Edward|Ang Lay Kian|Ng Wai Chun
-3,the_wing_on_investment_co_(s)_pte_ltd_00000,2018-02-21,Changi loses 20-year contract to operate Saudi airport,Changi loses 20-year contract to operate Saudi airport,The Straits Times,en,1.0,1.0,https://www.straitstimes.com/singapore/transport/changi-loses-20-year-contract-to-operate-saudi-airport,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTT7AcGCFXC-bG2wpFvZiAbN0Lsy24B7qHE-goaz3a-ODgIFAaJXXpo6kZifcptOVjjSf4rsOI,The termination notice served yesterday comes less than a year after Changi Airports International (CAI) - Changi's foreign investment and airport management ...,Changi loses 20-year contract to operate Saudi airport,Changi loses 20-year contract to operate Saudi airport. The termination notice served yesterday comes less than a year after Changi Airports International (CAI) - Changi's foreign investment and airport management ...,-0.20000000298023224,0.4000000059604645,-0.20000000298023224,Changi|Changi Airports International,CAI
-4,the_wing_on_investment_co_(s)_pte_ltd_00001,2017-05-26,Chinese carmaker Geely shifts gear with Proton,Chinese carmaker Geely shifts gear with Proton,The Straits Times,en,0.8766233766233764,0.8831168831168831,https://www.straitstimes.com/lifestyle/motoring/chinese-carmaker-geely-shifts-gear-with-proton,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqA6rW0DAsC3uXb9rbZaZLdFlRCiYIAaxhpgUUKNdpOlFfOyNYGTMopHMqSfrfLAvREQk5ZS8,"His holding company, Zhejiang Geely Holding Group, has agreed to buy half of Proton ... (S$15.7 million) of losses since Mr Li took the group under his wing in 2013. ... has proved an even greater success than Geely's investment in Volvo, there has ... SPH Digital News / Copyright © 2018 Singapore Press Holdings Ltd. Co.",Chinese carmaker Geely shifts gear with Proton,"Chinese carmaker Geely shifts gear with Proton. His holding company, Zhejiang Geely Holding Group, has agreed to buy half of Proton ... (S$15.7 million) of losses since Mr Li took the group under his wing in 2013. ... has proved an even greater success than Geely's investment in Volvo, there has ... SPH Digital News / Copyright © 2018 Singapore Press Holdings Ltd. Co.",0.10000000149011612,0.800000011920929,0.10000000149011612,Geely|SPH Digital News|Singapore Press Holdings Ltd|Volvo,Li
-5,the_wing_on_investment_co_(s)_pte_ltd_00002,2018-05-16,Group led by Hong Kong conglomerate New World Development wins ...,Group led by Hong Kong conglomerate New World Development wins ...,Yahoo Singapore News,en,0.7738095238095237,0.7857142857142858,https://sg.news.yahoo.com/group-led-hong-kong-conglomerate-023624745.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTf0o9RVFLZEgyfq6Y-3VcLqfyHj1mdfoBp3WTGvUrjCphpD7BvPKaL9hFRY8kezeQBbFG3Dfo,"The site, a prime location in Singapore, is significantly cheaper than comparable ... “New World's expansion overseas will help it to diversify its investment risks, ... Wing Tai Holdings, Guocoland, Bukit Sembawang Estates and a joint bid by ...",Group led by Hong Kong conglomerate New World Development wins ...,"Group led by Hong Kong conglomerate New World Development wins .... The site, a prime location in Singapore, is significantly cheaper than comparable ... “New World's expansion overseas will help it to diversify its investment risks, ... Wing Tai Holdings, Guocoland, Bukit Sembawang Estates and a joint bid by ...",0.10000000149011612,1.2000000476837158,0.10000000149011612,New World Development|Guocoland,
-6,the_wing_on_investment_co_(s)_pte_ltd_00003,2017-05-04,Singapore to lead e-commerce push in region as Asean chair,Singapore to lead e-commerce push in region as Asean chair,The Straits Times,en,0.6868131868131867,0.7032967032967034,https://www.straitstimes.com/business/spore-to-lead-e-commerce-push-in-region-as-asean-chair,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAGQAZAMBIgACEQEDEQH/xAAcAAABBQEBAQAAAAAAAAAAAAAAAQIDBQYHBAj/xAA/EAABAwIEAgcDCQYHAAAAAAABAAIDBBEFBhIhMUETIlFhcZHRMoGhBxYjQlVykrHBFBUzQ4LxJTVERVJi8P/EABkBAAIDAQAAAAAAAAAAAAAAAAACAQMFBP/EACERAAMBAAICAgMBAAAAAAAAAAABAhEDMRIhBEEiUWET/9oADAMBAAIRAxEAPwCqaFIAkA3UgWkUAAnAJAqLN+KPoKFkMLtMtQdNxxa0cSop+K0EtJsSzJSUkhggvUTg2LWcB4lVsmL43PYwwsib3Am/vKr8rxMOKFj2hwI1C44rolNRB7QdAvbsWVzfLtPEdvFwTS0ydLj2J0hBr6NzmA7vjHWHuWjoa6OvpxPTy643cfHsPevbNRxFnAFY3F3T4DXx1lHfoJH2mh+q70Pem+P81uvGw5fjpLyk2cc0zfZkcPAoDnbnUd+KgppmVEEc8RuyRoc09xUy0zhHNc5vskjwKeJJCb9I6/bdR2TgEAKXEnj8UiQ8UIAq7J7U0BPa1BI4LL5zgaZKKZzb+0weOx/RakBeXEqBlexrJS0NZdwO9wbHcEKrnpKG2Pxy6rEZDL95MUjbTse4sHXPJovzXQG4nRUDmtqquOMkbAnc+A5rP5foX0jp2NmaNTuJZxHerKKmqWtqHU7qRs5F2ylhOo+d1jcjmr07olzJbQ1EVTHJLG8GMAkm1re5Y3MVVFX088EEM5JP0cjoiGOcOV1o3tqhTPD5I2uc1tzovz359i8lTTzucyR9QXMawDRpGm/aNvDa/JLPino1eTWC5W6Q4DRmVpa4sJIPedlbhMo2gUsLRwawAe5Thu63Yf4ozK7G2ShOslATkEZHchTWQgCnaCpAEgUrQoJEATtN9+adZUmYMxRYY79lpWieuIFmWuGX4X7T3BJyeLlqhobT1HoYSMRlu7V1va7dgriNzGtc8suQOqBssxRCvonRy4u/VJUnWTt1T/x8bC/9loo5GO6t/absVickuLxmlx15LURyzTtLyDFICLdYEf2UdLLroiyQgvZ2Dko58LJLi17pL79Y3t8Eymp46Fjo2tu6V2wHM9yHO5g7bXZb0zPoWeCk216LjVa9r72UsUehjWniAqbMuBvrTHX0N218DbMLXaS5t72B5Hs5bkHitmW5hGS3tMt9KNKzmXMztqp24diZEdYSWsfp09IRyLfqv7ufJakNTqk16IawhshSkIUkFMwbqZoUYFiqrE8zYbhpLHS9NMP5UNnEeJ4BDaXZKTfRbVMzKWllqJQSyJheQO4XVUKPDaB8WKYy+FtcRqdI92wcRwa3u4BZDF82V2JMMUbGU0F9RawkuNtxd3jbgAqGSZz3OklkdJIfrPJJ8yqK5U+kWKP2bPD8WizLm6CjqIXGjkY6KBurS5hNj0n3rBa2ty5X4SA10rnQ/wAuQcHD17lyTB62XDMTpsQZfXBK19u0A7jy2X1A2uw92X3Vde+NtD0XSPe87BvEHx7Fz8kf6LX2PNuH/DldXUYnHGWQ6pTyAaN+zmFFi9JjuXsJ/feJyQCq6WMNpm7hjDsWu7zflfgFoMEzFgMWIunqKaWCmB+hnnc0taeRNtgovljlvlwWIs+oZa3Pif0ScPHntj8vLv4o8GGZ1wesAE0zqSU8WzDq3+8NvOy0UMsc7BJBI2Rh4OY4ELgvWBBavXR1tTRyCSknlgfxPRvLb+Paulcr+0UuF9HXMUy7QYhVNrCx0Ncy3R1MRs5pHAkcDbvXqwqpfU0xFQGtqoXdFO1vAPHMdxFiO4hc6oc+4vRloq2R1sQ4lzdD/MbfBaTBc0UOJ5hgNL0rDWQGOaKRtrSM3abjY9XUPc1OrnfQrlpGsI3Qn2CFbohzjP8AiD6ekp6SGRzHTOLnlpsS0cveT8FhAAr7PM3TZgkYDtDG1g8rn81Q8dlzW9ZdPpDvq+Jumu3IHmlumt4kpA0eu6/JnU0+OZLpKOttL+zOdTvjfu02HVuOfUIC4Uug/JDi4pK6vw+R9mzxieP77Dv5tJ8lKFr2j31ODYbBnWOiaNOGTYi2NsJcTezTsd+GseVlYfLUGQYRh9PHpAdU+yOQDDa3dusxixlko5ar2KhszZdd7lrgbtA777ns/KP5RcyRZjp8AqGH6YUjnVDB9WTVpPxY4+BCSH2M10YziE5qbdKCEwD7paOpkoquGph/iRvbI3xBuPyso3mzSo3biw48FIHe6OpjrKSGphLTHMwPab8iELB5TzTBhWBU9NXiV3tOhMbC7qXOx25ODh5IXQrWFTlmQzJJ0mPV7uyYjy2/RVoXpxJ/SYjWSA31zvN/6ivMOAXO+y0TVYeCcBYAJh9qykuggF6cOrZKCuhqonFr4nX27OBHlce9eW6S6AOj1el9EbENGjU3Uf4bD9Y9rj/7nfnszRFM9gBFjzWqwGr/AGnB44Tpc+FxaI+0jg53cBb3jwWTqX6qiV2rVd7t+3dVQsYz6E1JWnmoro1K0Ulc7gE3g0n3BROduE/VsAgDTYBmFuEUJpn04mu8vBIvbgLfC/vQs+2VttzuhNoHWhk7AT/oG/jd6pxydgH2ez8bvVCFzazoxB8zsA+zmfid6p7cm5fNv8OZ+J3qhChtk4j0QZJy449bDIz/AFO9VZx5BysWi+DxG/8A3f6pEJKpjpLBpyfgFG2VtLhzYg+2oNkfv8VVS5My9e/7tjHgT6oQiWyGkRHJ+AD/AG2PzPqj5n4B9mx+Z9UITJsRpB8zsA+zo/M+qX5m5f8As6P8R9UITaKOGTcv2/y6PzPqhCFOsjD/2Q==",Singapore plans to drive e-commerce and other wings of the digital economy within the ... but keeping markets open for unimpeded trade and investment flows.,Singapore to lead e-commerce push in region as Asean chair,Singapore to lead e-commerce push in region as Asean chair. Singapore plans to drive e-commerce and other wings of the digital economy within the ... but keeping markets open for unimpeded trade and investment flows.,0.0,0.10000000149011612,0.0,Asean,
-28,the_wing_on_investment_co_(s)_pte_ltd_00029,2018-05-13,Inter-Korea peace talks ignite land buying frenzy in towns and rural ...,peace talks ignite land buying frenzy in towns and rural areas on edge of dmz,The Straits Times,en,0.6694139194139194,0.6868131868131868,https://www.straitstimes.com/asia/east-asia/peace-talks-ignite-land-buying-frenzy-in-towns-and-rural-areas-on-edge-of-dmz,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAGQAZAMBIgACEQEDEQH/xAAbAAABBQEBAAAAAAAAAAAAAAAAAQIDBAYFB//EADYQAAEEAQIDBgMGBgMAAAAAAAEAAgMRBBIhBTFRBhMiQWGRcYGhFCMyM0KxUsHR4fDxYnKC/8QAGAEBAQEBAQAAAAAAAAAAAAAAAAECAwT/xAAeEQEBAAICAwEBAAAAAAAAAAAAAQIREyEDEkExUf/aAAwDAQACEQMRAD8A9fA9SgD1KAU610Qmn1KXR6lOv0RYQIGBGhqWx0R8ioE0NRoCX3QgNISFgS7JFQleiKSpD8UCV6lCSvVCBQ09E7QeiNfolLiU7ToBqNKASltOzRtIpPtJzTaEAS0gD1S6fVAlBJpS0OpQoE0+qQtT6tIQgZp9EJ1HqUKmzBqTvEsdwnt3jy+DicXcGvzYwXM+Y5j6ruxdoeDynw8Rh/8AT9P7q3Gw26ukop3VQR8Qw5AO7yoXXyIeE7JzcXFg7/IyI44rrW5wonp8Vns2lo+ZShvqslxHtxjRhzOHQumd5SSgtZ7cz9FV4f26lElcRxmOj/jhFEfIndb487Pxj3jVy5E0fEI4vuxAQ0En8RcdVAb+nTqr1UuB9ujzsvDycSRzseSiCNrIJ5g79V3RZF6Vym+9utnU0dsEbKjn8YwOHbZmTHG6r0XbvYbrjzdtuFMvQ3IkrlpYBfuVuY5X8jFsjTDZCxzu3uPpOnBm1eQLwAqeR27ynAjHwoYz5F7i6v2W+LO/GffFvELzQ9seMEkieMDoIm7IV4Mk5IyTRIyyGEkDk1PDXPc0Oic3b9LSo8hk+tzIXPa5j9I+7JLvX/Oqth0oja2bv6BokCiCpy4t3CmxZGVjgBk0jQOYB5KY5H2k3JK5z/K91RflZ1P0lgFmhIzci/guU7j+SzPDRHjOa0gOpvPrv/nJXmkTjaJrmiw7f0tSaGHdjne6pYnFsfPdIGiNzmH8Dr2B9VJLlsiDWBp2Hk/1Uvn121PDv41TNuy8TG7uEclUP+ZH8+nzHnn45suEObHLMwH8TWuIv2WiilJ7KwZDWtLAHfmPpt63VvY96WabxN0M72TOaI3uH5e+w9QfWlPH5NWr5PHvUND3NPiBrmrEAbPlRiS9JcNXWkScXjaX6SaG7dYN7bj9k8cWhkAzHxSF7drB+i3zxjhX+IYmNHDG+MVqdpsfA/0XELh5lXMftDC2RzZYHOY420W00arqpcbimIYT9oA7y/1R2fPa1jDzXDq9tZeOZ9zpDjmJ0f5erfmhPkysJ0r3N1NDjYADQha5SeMx3HsbFfATC/vC6xTgRtv/AE91bg4xDlPYHZJYHE20xjYc9/kvO+4ZkQtyHSSkAaQb3LiOnpX7JYRimQFr8kUKc7bYnYLybd5jJ+PQcyDh3E3SROOQ9ukNEjW6bF2TdHqVheI9m+J8JGRm5MDGYfeFjCJATuTp+it4MeAZC7GzMjvIrcGuHOnbk9V0+2/G4Z+HM4fAXljJG24itRqz8eYQ0wmHmycNzzJF4+YI52p5eMZcoIeaPm7+yriAumEZBGokWCnZMLYW1ZcRzv4pbKkxra8F7Wifs+eAPx3F+imyueByLnX8aNKGCapmiOSMxg6jZ33+SxYexjmuBaSPFRN2fkuwziLMuWM47C2R7QZWk7A2dh6DZSt4/wArv8Oa3PypA9jHOAJp7iBz9F3cWPIjae4xsHQ0b21w0+xWNw+JQcOyWP1B5kjOvo29/JdHE4/C3JA73Ymi4tNbDy6eauN0zljutJJ9vAJdFjAD8X4th7qGWTLjIa5kAddefL3VMdpuHNxXPMjydDnW6J245H5qKbiMmS+STCnOmMfeB8VaRV3v6LXsx6R043Zz26mY+M4f9Xf1Qk4fI+TFY+SYP1btc2LYj0pCvsemLzKHPye6YwAGrDRp5Eir9lPg5MkTZSCzS7fcXZVOEGRoijhMkhdfh3sdB9U9mT3b9L2M3Nm99ui47rrpegmeMTvW6Rfidvy+XsouIcRlyGNbLI4xs5A70T/tV3T96HeFrQGir6bDkqeVIac0EBrvE5t7bclYq0yTdviF3t1SZAeaaTZ5qmHEObr2NbFSd44+IE+1oEYx9mhzFWfIqzA58AB2sjY9FHFLru6Abe/Xf+ye6QOqgQ7olpoOe57TYNG63qimtfdi/mDsAl73UHFrqJsoDn1sTRP6Sgnhe98laS4N3N7WutA6MReICq3F79FxxNJdajz2A5K9CZY3VrdqI2t1f6WKukrsTJjNYksjI/4RPQBSp7Y8l4DmyH180Iajg8O2LHAbuOk+igyRqEVk+f0Qhb+pfxYxZCYizbx7OI5/iaquWd5X0LDtPyAB/mhCv1KXWXNDzRcNuXQKxFGC4tJNCj7pEKUQwD72Rt7AX9VegA1F/nq0fKrSIQUsfxQsJ/W4g/BSskvX4WgaLoJEKxlPJlSNDaDfF59FbxXHZ/6jdnrshCmTUWW5czWhoeaHJCELC7f/2Q==","SEOUL (Reuters) - Forget Seoul's posh Gangnam district. With North Korea pledging to reduce tensions and renew ties with its southern neighbour, South ...",Inter-Korea peace talks ignite land buying frenzy in towns and rural ...,"peace talks ignite land buying frenzy in towns and rural areas on edge of dmz. SEOUL (Reuters) - Forget Seoul's posh Gangnam district. With North Korea pledging to reduce tensions and renew ties with its southern neighbour, South ...",0.10000000149011612,0.5,0.10000000149011612,Reuters,
1,the_wing_on_investment_co_(s)_pte_ltd_00013,2017-11-12,"CapitaLand opens its biggest-ever mall in Suzhou, over 3 times the ...",capitaland opens its biggest ever mall in suzhou over 3 times the size of,The Straits Times,en,0.6570263975155278,0.2732919254658385,https://www.straitstimes.com/business/companies-markets/capitaland-opens-its-biggest-ever-mall-in-suzhou-over-3-times-the-size-of,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAGQAZAMBIgACEQEDEQH/xAAbAAABBQEBAAAAAAAAAAAAAAAFAAMEBgcBAv/EAEAQAAIBAwMBBAYHBQYHAAAAAAECAwAEEQUSIQYTMUFRFCJhcYGRB1JiobHB0RYjMkLhFTNjgqLxJDRTcnOywv/EABkBAAMBAQEAAAAAAAAAAAAAAAECAwAEBf/EACERAAICAQQDAQEAAAAAAAAAAAABAhEDEiExQRMiUQQy/9oADAMBAAIRAxEAPwC0LHT6JTiR5NPpAe/Fe1KRwpHiNK7eyG2066nBwYoXcH2gE1IWOoHVDdj01qL/AOAV+fH51O7dDcJszRNf1hVGNSuTgf8AUNe/2m1iFVYajck59UGQkULUVyYFpUUAcezzP9KvkgoohjyOTDD9W65IE36lPhTn1MLn34HNTE13VSuRqN1j/wApoVqGj3umrG13AVR/4HxxJ7R7KfsxutY+ORx8jUsajLotNuJaOj9Wv5+o7aK6vJ5Y5A6lXckfwkj8BWlqKyXpg9lr+nv/AIwX58fnWuqK5f1RUZKh8TtHpRTiiuIKcFcjZ0JHaVdpUoSlrwakxy8Y8Kosv0r6ev8AdWtxc+6JV/8AY0oPpQgllIfR0jTHDNIPyFdrzp8oisbNFhgaSMuuMAE486A9dtjpW6UHG9o1/wBYP5UHtvpCgeJC1gsXaOUVEuuT81x4ipep6rpXUNj6BLPcWZLh+07ISrxn6pyB8KGPNFTWo2XFJwaXwztYh4tj4UV6X0sal1JbwSDdEH3OPNVGT+GPjRj9ib6Re00y7s7+Pw7OTa3xB7vnRPoTTZdI1W9l1dPRG2bYxMwG7LeB8e4V2fozwlD1ZyYMMoy9kHutdNGo9N3ShcywL20R8iv9Misx04gwsPtbh8QK2r0qxkUqbu2Ibg/vV7vnWRWGl3YnuIIrWV9jbVKqfWwSMj2d1Q/NNKTs6M0XWw/pZ2alZv8AVuIz8mFbGBWaWvTepDbNKsVsiENmeTH4Zqzal1tpVnkJN2hH1ELD58D76T9coya0sOGLSdlpWvYrN5vpNhjLCO0uHbwV9i/dk/fUeT6TpMf8jLjx2zLx91cmls6DUsUqyQ/SigOGtb0H2bD/APVdreNmMejRBwJAB7a9oE3ZLBhTIbGPVapkUnrriBzjGfV76pDkLCXUVpBbaTpUURxK8bTyDPcHI2/co+dTul9dltLiGxljidZ5ECs5xtY8eXj5UI1a9bUp5biSOOOXcMJgj1cYC/AAV40i7W3vIZrmKWdVkGFjQMwYAkfhU8m7Hk1vRqMls8E0Uqs6sz4B5HJ8fP76IW+qapFEVN0xXftCzYfI+RNVy31m31Fne0YywlF7BCvZupJOVII8wOasdrBN6IDIE9cA7e8e7Pt7qhdMQ9SavcgnNtpzkDOXt+R7+f0qFcdRakmUieG2BPdHAF4+/PwqTPAMp2j4wDjd5j2Dux599A9RkjV3k7WNQ5wQTzgjvAPx+XtqmuwHVa71FmuNQunlUgkb3IA9oFVDqDXGluTa2oCQqBtbOSR/vmimq6sIUmtRLEsLxKyhW5J8j8j8Kpd1KZHikORnIHnjj9TTx4s3ZLhkG47yx93jUpXgbJ3bcfHNC0kCktnc2R3+NSzciQktFhSCPVXxq8HtQGj324BOcfKlUBjz3muUmoJMOhakJNrLHkDwf+ntp+TStTR5EMcZZSQwR/6eyi863sLJckF0PrEKxPHf5d3d99RBqssN9LI0m5d5P8e3PPmR7aEWvor1ECTTtQisLh3tW2iRAZcg7Tzx8cfdUWy9LA32iI5VgXBAyBnvHkfdRe96llj02S0WJi8k6S78qy4Cnj3+sKr8kRuLsjs2gmGGLJkEfDmlfI1tchl5ZJgMuk0jlVLwrtB58R592fwqaLUgALbXbED+VVpm3dLeOISdm7JIG3bT6wwQQRnnn3eHnUi4tbWcRBo41RAS6L2gDZ55JOR8/Gp6G2FMh3SsGO22uQASCQVOD8BQ2W3kLktYzsPEtIBj5Gj9zpNjLHA9rtsu8sp3tu8ic5wOO4VGm0yymkeRrdUyPV2mTvo+NmbrZgS6cjdtXPqlcN4cfjUSV27OMEEbRjJ8aNXmnAuu+Q4JChghyDwBwR7qkWnTlop3XLvcMPBjhfkKooPgWwDZl5C8UKmRzjAUZPfUq0lm7QCIBzuxgsO/mtM6Qgto47mJIIlA2kAIPb+lGbhYYwWMcYA5J2irKFcgbZiDziN3RiAwYhhnxFKtZaexZ2ykYOecxilSVD6b2+EdktntpC88kEYiZiUfP8I4GT3dxrN5pIRcOCA7qfVIG71efIHNW+6JngijuJWSIIEnEIJKrtBY7M8jAJJ/qKFQ2tqjJF2w3zXIi7Vc4O4cZAwMcg48K5Yep1Thq6IOo2C2tjHcXVusTsiPGAwO/LEEnHsA8jXLWyuokivpSu24LKj5+rxyPj8s1ZL6yuNQsrSaaRWyBEomttmQDknPOCHcDAGajW3T0F5Gy2dwr26NmSczEGNNpJbHPBznnwFU8kRXj1JaQFfTxK0STxnsWkUtuUnAGCfu2g/9lWC81PSdPtYS2hWnaMCySSRMRjGQCN2TwRxxR2y6D00wSibVUmniTfI7NgKrHCkgHuJVh7aGXfTliAvY6tDtmleONzuckjL+Zz6m3nxoKSB42Nf21HNAk8/TNnLG0RkVhE6gDxOd3lnjvobfPpOpySLp1lbWxO0A7ZB2Y8Sctjw8vGiUPS6TWqy2XUkM1vHhJSqMVDFVwO89+48fpTkfSPpSKLXVrPtCypGMuol3ZC8ZOMkNn3UXOBvHJlO7Flujc+jAxb12lGyvBA4Gc1Z0nVjjsgnuJP40Qt+kLEX4t7rVYXYy9kAbjBMnJxznPeg7+/Pur3edG21nbNv1tYyjshcSMQSuM+4jeDTRyQQPHIm9PB4Wvu19SSJY8r395OKlahIZkVVQs7MQOSP5TVc/sW/sZDCNXJe4AyIyZC2CQPbwRzioi6jrGmHNwpdtwLGQBlUHJwGABzxiqvPCqFWNp2wtANOjMiXZUsHwuG/lwPLHtpUJury4MzNDNFKGJztUNtwSME+4A/GlUXoXYVfwIahoeqahddkIIrS/it4wVhAkAUvt5wcMcAsRj9K8670xPpkl4Whm9EuJ09E5ICuEYjvOSSV7vtVol5qUKTv2VlqkzgBCexABA94PmfDxpkXdxcSLL+zkkjL3STerj/SAKiky2wM6i6Ve/wCwtLQq8TGaSRDuHJ9YYbz3Uxo/QF5bW9wjSvE89n6OzF92CUVS2CfDFXjT7nULkf8AE2SwjwInz+X4VLMO7O9yx8jnb8s/jU+Nh9TKRD0UUN2JL5EW42IW+yhJXHt9Yj3fGuL0FEbnshIZLNoHG05AQ7Y0B4PfgHnvxV4aKVhhZyp8wgNMtYM+4SXdyQwxhWC4+Qo2xW7Mvg6X1G90LRwWMIuXMU6gAKuGJRwp/myoHPn76JW3Tlxp9/q8MVxGot7WB7YlgrJKqOTjg5AZs8/W76M9LiC41rXtOvAZDY3qvAGlZgqMgKkDwwc/EmrQ1raxoWtoIElzv4UDefI+8cUzlexla4Mfj6Z1AWcU1zeR+lPFdvuIGBPGNyYPmQW557qmR6Ne6h0ozs59Piu7ib1Yzul3R8jcQBzwPZ5VZutWEeodNXOmKkZudRSOVlhB3I3BDceRI58/OrXewO42wW8Ijxnd2mw/chpm6SYvLaMd0q2k1a7vbK57S1v7e2mV3Y4ZWKnZwB5OM4+rxjNStS07sNKVrovJff2PFeSRyNzvjwW9X/MRjHHj5Ux0Lquu6l1ZqF9ZpI0TRzExq4KbxgKFZh7UGcdx5q4dO9NapdWsjdTWqyToZIoGkuyjGFsEhgmQScY7z3VuOQuWrdGb2umWV6rXUFt2cExDxq7KCAVBPgeM5HwpVqVp0/p2k2sVlceiNJGuCzGTJHh4/D4UqOwVKukH5b+VYXKhQQMjipEUJlVJJJpGJGQDjC93cMUqVQMe3T1sF3P+bH4V5Ma/aPvYn86VKsxjqxp9UH3810pGc/uo+PsilSoGZW+k7NLfWOopN7ymS8UfvMHaNgbA4+2R7gK79It7c2HS1xLYzNbzdpGokjwGUFhnFKlTL+gdDOsTGRrV2ROJbecDHAZpFJ+GVz8TR25l3Ljs4xkY4WlSoyMjPuiEWw1m9htlVY1sbaULjvd40DE+/YD78+dW+a9mAIGBx4ZFKlTvkVcAuWaQlWMs3Iz/AHz/AK0qVKqCn//Z","SINGAPORE - Capitaland marked a record year of 1 million square metres of retail ... shopping business CapitaLand Mall Asia, is the co-owner and co-developer for .... Shaped like a pair of phoenix's wings to symbolise Suzhou's growth taking flight, ... SINGAPORE COMPANIES · PROPERTY INVESTMENTS · PROPERTY ...",CapitaLand hits milestone with opening of biggest mall in Suzhou,"capitaland opens its biggest ever mall in suzhou over 3 times the size of. SINGAPORE - Capitaland marked a record year of 1 million square metres of retail ... shopping business CapitaLand Mall Asia, is the co-owner and co-developer for .... Shaped like a pair of phoenix's wings to symbolise Suzhou's growth taking flight, ... SINGAPORE COMPANIES · PROPERTY INVESTMENTS · PROPERTY ...",0.0,0.6000000238418579,0.05000000074505806,SINGAPORE COMPANIES,
