level_0,index,topic_id,article_id,date,title,full_title,media,language,topic_score,article_score,href,thumbnail,abstract,text,sentiment_score,sentiment_magnitude,topic_sentiment_score,organization,person,topic_title
20,468,38,condo_00294,2017-12-11,Singapore resale condo prices up 0.5% in November: SRX Property,Singapore resale condo prices up 0.5% in November: SRX Property,The Straits Times,en,0.9573950651721176,0.6894586894586894,https://www.straitstimes.com/business/property/singapore-resale-condo-prices-up-05-in-november-srx-property,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWfcy3MlYkfB5YLHy73VTvhAzV24fPzU9Mrh5AFHMpmvoonpxDNFYqeyTTvk9UYDj_8nnfrKXr,"Based on SRX Property's estimates of condo resale transactions, 1,475 units were resold in November 2017, a 0.9 per cent bump in volume, compared with the ...","Singapore resale condo prices up 0.5% in November: SRX Property. Based on SRX Property's estimates of condo resale transactions, 1,475 units were resold in November 2017, a 0.9 per cent bump in volume, compared with the ...",0.10000000149011612,0.30000001192092896,-0.034161491516213977,,,More than 4300 new flats launched in first HDB sales exercise of 2018
21,485,38,condo_00358,2018-02-12,"Condo resale prices rise 1% in January over December, 6.3% year-on ...",condo resale prices rise 1 in january over december 63 year on year srx property,The Straits Times,en,0.9573950651721176,0.6894586894586894,https://www.straitstimes.com/business/property/condo-resale-prices-rise-1-in-january-over-december-63-year-on-year-srx-property,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiBh93BtrurCrbKH3ED4Ra81QKLNGNvE-N-G75pd7Xo6ycGkJFhtMD_kYuI2zJhLbL2qVLAwbX,"SINGAPORE - Resale prices of condominiums and private apartments continued to appreciate month-on-month, according to the latest flash estimates from real ...","condo resale prices rise 1 in january over december 63 year on year srx property. SINGAPORE - Resale prices of condominiums and private apartments continued to appreciate month-on-month, according to the latest flash estimates from real ...",0.0,0.699999988079071,-0.034161491516213977,,,More than 4300 new flats launched in first HDB sales exercise of 2018
22,342,38,hdb_00202,2017-03-06,Older buyers opt for shorter HDB flat leases,Older buyers opt for shorter HDB flat leases,The Straits Times,en,0.9573950651721176,0.6319510393584468,https://www.straitstimes.com/singapore/housing/older-buyers-opt-for-shorter-hdb-flat-leases,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSM8aEJdrKmD8Yseoycq4RKSNV8YkWsAGcnrc-CLk14bQNHMqmTm3_Z2fnc4BFsR5hmVsnNGS4,"These flats have been ""well-received"" by buyers, said the HDB, with application rates ... In the four Build-To-Order (BTO) and Sale of Balance Flats exercises ...","Older buyers opt for shorter HDB flat leases. These flats have been ""well-received"" by buyers, said the HDB, with application rates ... In the four Build-To-Order (BTO) and Sale of Balance Flats exercises ...",0.0,0.10000000149011612,-0.034161491516213977,HDB|BTO,,More than 4300 new flats launched in first HDB sales exercise of 2018
23,355,38,hdb_00502,2017-06-07,HDB resale transactions up 8.1% mom in May while prices dip 0.1 ...,hdb resale transactions up 81 m o m in may while prices dip 01 srx,THE BUSINESS TIMES,en,0.9573950651721176,0.6319510393584468,https://www.businesstimes.com.sg/real-estate/hdb-resale-transactions-up-81-m-o-m-in-may-while-prices-dip-01-srx,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8kfv8AdVERYamEVSXXSZ4xmYPSf5W4CIq2BHrCRNn0BXAtxNcWsJJPp8DJ3Ndp64vOmYELhsX,THE transaction volume of Housing & Development Board (HDB) resale flats climbed 8.1 per cent month-on-month in May 2017 amid a 0.1 per cent price dip.,hdb resale transactions up 81 m o m in may while prices dip 01 srx. THE transaction volume of Housing & Development Board (HDB) resale flats climbed 8.1 per cent month-on-month in May 2017 amid a 0.1 per cent price dip.,0.0,0.10000000149011612,-0.034161491516213977,Housing & Development Board,,More than 4300 new flats launched in first HDB sales exercise of 2018
24,358,38,hdb_00602,2017-07-18,Young couples can soon get their homes in Singapore sooner: HDB,Young couples can soon get their homes in Singapore sooner: HDB,THE BUSINESS TIMES,en,0.9573950651721176,0.6319510393584468,https://www.businesstimes.com.sg/government-economy/young-couples-can-soon-get-their-homes-in-singapore-sooner-hdb,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRownCazcW78lYZXKkRHeVSnkq2-KSKqA4Mxq9bFk58ukbHDeJJ3_x1bVuLJSt4phrZAWcwrrs,"HDB unveiled on Wednesday it will offer some Build-To-Order (BTO) flats with shorter waiting ... Sengkang and Yishun, will be launched for sale in the second half of 2018. ... SEE ALSO: HDB's new online resale portal heralds disruption ... HDB will set aside at least 95 per cent of the flat supply for first-timer families and up ...","Young couples can soon get their homes in Singapore sooner: HDB. HDB unveiled on Wednesday it will offer some Build-To-Order (BTO) flats with shorter waiting ... Sengkang and Yishun, will be launched for sale in the second half of 2018. ... SEE ALSO: HDB's new online resale portal heralds disruption ... HDB will set aside at least 95 per cent of the flat supply for first-timer families and up ...",0.10000000149011612,1.0,-0.034161491516213977,HDB|BTO,,More than 4300 new flats launched in first HDB sales exercise of 2018
25,374,38,hdb_00802,2017-09-07,More HDB resale flats sold in August,More HDB resale flats sold in August,The Straits Times,en,0.9573950651721176,0.6319510393584468,https://www.straitstimes.com/singapore/housing/more-hdb-resale-flats-sold-in-august,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDxF8WYc20kQ9bJnUr5vA0JYFZNAkO0pR8aYCzrcS4cwGa5uWkCx0TFnwOFWZnJP-EzvpFOa8y,"More HDB resale flats were sold last month, with prices a tad higher than in the previous month. In all, 1,957 flats were sold, a 9.6 per cent rise over the 1,785 ...","More HDB resale flats sold in August. More HDB resale flats were sold last month, with prices a tad higher than in the previous month. In all, 1,957 flats were sold, a 9.6 per cent rise over the 1,785 ...",0.0,0.4000000059604645,-0.034161491516213977,HDB,,More than 4300 new flats launched in first HDB sales exercise of 2018
26,376,38,hdb_00902,2017-10-19,HDB's new online resale portal heralds disruption,HDB's new online resale portal heralds disruption,THE BUSINESS TIMES,en,0.9573950651721176,0.6319510393584468,https://www.businesstimes.com.sg/real-estate/hdbs-new-online-resale-portal-heralds-disruption,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOrvQtdGS-pNXZaBMGoCYhRE_owkY6YOwZiaAxHpJeFLmaBiafdRRyyTRGq1NY4y2VvEjcdAQ,"Currently, a resale transaction requires two appointments with HDB - a first appointment to work out the sellers' sale proceeds and assess the buyers' financial ...","HDB's new online resale portal heralds disruption. Currently, a resale transaction requires two appointments with HDB - a first appointment to work out the sellers' sale proceeds and assess the buyers' financial ...",0.0,0.6000000238418579,-0.034161491516213977,HDB,,More than 4300 new flats launched in first HDB sales exercise of 2018
27,394,38,hdb_01002,2017-11-20,"Fewer people applying for BTO flats, continuing downward trend","Fewer people applying for BTO flats, continuing downward trend",Channel NewsAsia,en,0.9573950651721176,0.6319510393584468,https://www.channelnewsasia.com/news/singapore/fewer-people-applying-for-bto-flats-continuing-downward-trend-9423274,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjieplluUDE354cUUY4VZMUsRv1RmsDVMACwr55Mhxxzd-7aSPElvZZt15robsfmTWDqg3WokE,"An additional 3,401 units were launched under the Sale of Balance Flats (SBF) exercise. ... Board (HDB) is looking at shortening the transaction time (for resale flats) by ... partly because the government has kept the BTO supply for 2017 at about ... According to HDB, about 3,600 BTO flats will be launched in the next sales ...","Fewer people applying for BTO flats, continuing downward trend. An additional 3,401 units were launched under the Sale of Balance Flats (SBF) exercise. ... Board (HDB) is looking at shortening the transaction time (for resale flats) by ... partly because the government has kept the BTO supply for 2017 at about ... According to HDB, about 3,600 BTO flats will be launched in the next sales ...",-0.10000000149011612,0.5,-0.034161491516213977,BTO|HDB|SBF,,More than 4300 new flats launched in first HDB sales exercise of 2018
28,433,38,condo_00072,2017-04-03,Private home prices fall for 14th straight quarter,Private home prices fall for 14th straight quarter,The Straits Times,en,0.9573950651721176,0.6204495093383982,https://www.straitstimes.com/business/property/private-home-prices-fall-for-14th-straight-quarter,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSI6tAkKNbmz88GK5dtDtugwVPK58_rW_ZXA4BYx6tKEdHLt1A9RYox_Oq4G5ZyMT7vvMqGjrEg,"... quarter of decline, but analysts say the end of the market funk could be in sight as the pace of falls has slowed - and suburban condo prices even rose a tad.","Private home prices fall for 14th straight quarter. ... quarter of decline, but analysts say the end of the market funk could be in sight as the pace of falls has slowed - and suburban condo prices even rose a tad.",-0.4000000059604645,0.8999999761581421,-0.034161491516213977,,,More than 4300 new flats launched in first HDB sales exercise of 2018
29,440,38,condo_00161,2017-08-07,Condo resale prices slip 0.5% in July as sales also drop: SRX Property,Condo resale prices slip 0.5% in July as sales also drop: SRX Property,The Straits Times,en,0.9573950651721176,0.6204495093383982,https://www.straitstimes.com/business/property/condo-resale-prices-slip-05-in-july-as-sales-also-drop-srx-property,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGre_BJNOb0t1147WEBygTulk9NriQb4jDf7V67FeTvIs8mOvYmD1fQo5Gl1QHzq5c9lR27kk,"SINGAPORE - Resale prices of non-landed private homes in Singapore declined by 0.5 per cent month-on-month in July after rising the previous two months, ...","Condo resale prices slip 0.5% in July as sales also drop: SRX Property. SINGAPORE - Resale prices of non-landed private homes in Singapore declined by 0.5 per cent month-on-month in July after rising the previous two months, ...",-0.4000000059604645,0.800000011920929,-0.034161491516213977,,,More than 4300 new flats launched in first HDB sales exercise of 2018
30,450,38,condo_00213,2017-10-29,September sees marginal rise in completed condo prices in Singapore ...,september sees marginal rise in completed condo prices in singapore srpi,THE BUSINESS TIMES,en,0.9573950651721176,0.6204495093383982,https://www.businesstimes.com.sg/real-estate/september-sees-marginal-rise-in-completed-condo-prices-in-singapore-srpi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4-W0nUBM1zPyTplcMAENP-ZbwOtzTX2_3y0RC1VbU1S-crFGlZ9M3CmQKieTf0v9_E7y-0TeB,"PRICES of completed private apartments and condominium units here rose 0.1 per cent in September from a month ago, mainly buoyed by the monthly gain in ...","september sees marginal rise in completed condo prices in singapore srpi. PRICES of completed private apartments and condominium units here rose 0.1 per cent in September from a month ago, mainly buoyed by the monthly gain in ...",-0.10000000149011612,0.6000000238418579,-0.034161491516213977,,,More than 4300 new flats launched in first HDB sales exercise of 2018
31,465,38,condo_00286,2017-11-14,"Private condo rents down 0.7% in Oct, HDB rents up 0.3%: SRX","Private condo rents down 0.7% in Oct, HDB rents up 0.3%: SRX",The Business Times,en,0.9573950651721176,0.6204495093383982,https://www.businesstimes.com.sg/real-estate/private-condo-rents-down-07-in-oct-hdb-rents-up-03-srx,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTshnm2XpcE7VTDHwaNLdF5jc59e_ZetBC9L6OkTRHvaPtfNHb6VZsjnR-eKZZmBS0bIwsmj58,"PRIVATE non-landed home rents fell by a steeper 0.7 per cent in October from a month ago, compared to a 0.1 per cent dip in September, flash estimates from ...","Private condo rents down 0.7% in Oct, HDB rents up 0.3%: SRX. PRIVATE non-landed home rents fell by a steeper 0.7 per cent in October from a month ago, compared to a 0.1 per cent dip in September, flash estimates from ...",-0.30000001192092896,0.699999988079071,-0.034161491516213977,HDB,,More than 4300 new flats launched in first HDB sales exercise of 2018
32,469,38,condo_00295,2017-12-12,"Condo resale prices up 0.5%, as upturn gains ground","Condo resale prices up 0.5%, as upturn gains ground",The Straits Times,en,0.9573950651721176,0.6204495093383982,https://www.straitstimes.com/business/property/condo-resale-prices-up-05-as-upturn-gains-ground,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFrO_ClVRwUrZHDvnuRJMcxSUUILNjMCXjCHTndHl5Pn4cnC5F1fCH-cl7WkDELlJH9qngOD4,The upturn in the property market is looking more resilient with numbers out yesterday showing that resale prices of private condominiums kept rising last month.,"Condo resale prices up 0.5%, as upturn gains ground. The upturn in the property market is looking more resilient with numbers out yesterday showing that resale prices of private condominiums kept rising last month.",0.0,0.20000000298023224,-0.034161491516213977,,,More than 4300 new flats launched in first HDB sales exercise of 2018
33,472,38,condo_00303,2018-01-08,"Condo resale prices rise 0.4% in December, 6.2% for all of 2017: SRX ...",condo resale prices rise 04 in december 62 for all of 2017 srx property,The Straits Times,en,0.9573950651721176,0.6204495093383982,https://www.straitstimes.com/business/property/condo-resale-prices-rise-04-in-december-62-for-all-of-2017-srx-property,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkKp5xvaVuu5SWKDrrdEUhjvoNsNJBf56feiF-uckT3rcZtYZpSyhuKiHa04yPwfHbXEQEedw,"SINGAPORE - Resale prices of condominiums and private apartments continued to appreciate month-on-month, according to the latest flash estimates from real ...","condo resale prices rise 04 in december 62 for all of 2017 srx property. SINGAPORE - Resale prices of condominiums and private apartments continued to appreciate month-on-month, according to the latest flash estimates from real ...",0.20000000298023224,0.5,-0.034161491516213977,,,More than 4300 new flats launched in first HDB sales exercise of 2018
34,486,38,condo_00359,2018-02-13,Condo resale prices up 1% in Jan: SRX,Condo resale prices up 1% in Jan: SRX,The Business Times,en,0.9573950651721176,0.6204495093383982,http://www.businesstimes.com.sg/real-estate/condo-resale-prices-up-1-in-jan-srx,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSK4Wd1apETPLmFewO3tA6n0smILSEBIvPZAWZZgry1rZD91fDe1cWwUJ8byn5bVRyPMsxvkSHw,"RESALE prices of condominiums and private apartments continued to appreciate month-on-month and at a faster pace, according to the latest flash estimates ...","Condo resale prices up 1% in Jan: SRX. RESALE prices of condominiums and private apartments continued to appreciate month-on-month and at a faster pace, according to the latest flash estimates ...",0.30000001192092896,0.699999988079071,-0.034161491516213977,,,More than 4300 new flats launched in first HDB sales exercise of 2018
35,353,38,hdb_00403,2017-05-18,Large number of balance flats in 2 towns,Large number of balance flats in 2 towns,The Straits Times,en,0.9573950651721176,0.5832907200428568,https://www.straitstimes.com/singapore/housing/large-number-of-balance-flats-in-2-towns,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAGQAZAMBIgACEQEDEQH/xAAbAAACAgMBAAAAAAAAAAAAAAAEBQAGAQIDB//EADsQAAIBAgQFAwIEAgkFAQAAAAECAwQRABIhMQUTIkFhBlFxMoEUQpGhFcEjM1KCkqKy0fAkcrHh8Qf/xAAZAQADAQEBAAAAAAAAAAAAAAAAAQMCBAX/xAAiEQACAgICAgIDAAAAAAAAAAAAAQIRAyESMQRBE3EUIjL/2gAMAwEAAhEDEQA/AEnL8YnK8YP5OMiId8e+cFi7leMY5fjDIwDGvI8YA5C/l+MTleMHGK2McvXAFgXL8YnKwdyVxho5zUR01Bw+StqHhM1gTlUAkC4AudR4xPLljiVyNwTk6QEsBY2VST7AYy0BRirKVYGxBFiMN4hSwmJKuZ5quwWWjoITIwduxvZRax7m2HPq6kiFTTyRoFd1IY+9rW++OfF5iyT40UnicY3ZTuV4xOV4w0FITjP4M47CNirleMTDT8IfGJgCxu3DVvZSSfnAktLkYgHbtizyUxRGZmVVUXLHQAYVpU8OljEwqozG2qyk2VvIJ0t5xD5ku2Z4t9Cv8MxFwCR8YxyJAPpwVxqpAgWGimkhLGNjUhUClWOwLEC59/PvYY34euSlQVKFLEl8xdiNdTdlUn5sL4jLzYqVJFFgbVtgyUTSLchvjHGtp5KajllghaaZVukRB6je3bFtjoAhut7dsVjjVApn4g5pjLnGS4p5JL3KXGrBbbaDzrvg8jyHGOvYYsdy2BU1PUvpVvlqElDGnooTI7Jba17AkjuQdO2C5OGJzlpqpJ2gSjIaKtrVijJJbV1GrH4OgwQ5ELmCIQKA3TE9clOhOtrxp/vmO/bA8DUacRIik4dGxoxbk0kkzWzP9IbS2+/e+PKbb22dqSXQXTI1RCRRScQnhUiM0/D4vw8Wgt9erEDLuwO++G/rCqig4HVKFIqWKGOQRZ8gDqWuN7W3t2vhTNSyVcYnq6LiM6A2A4jVinhK2tcRkWC6DQEb4I9aPaGPLluNv6flW6l1D9j7ebYE6ehvYJwqmkquFHiNYFo6ZcwMjOGUsNgpB1v2+cYgRKiFJYXDRsLgjviGsij9ATUMuZJ1qxJZ4UjuM975TcXHcj5F9saemWFTwpDEwcISM6lCG7/k0/YfAx3+P5Epy4yOXLjjFWjZ4gjWbfEwxaA36lF/jGcdxzWM/UsTx8JcxlgS6g5b6juNxpirZVXhsTEXPOHcAj/EUP73+cXH1oFHBcpF8zKRoCNPnFRQSJw6JVD3D6BQy6W9gW08DTwMePmlcjvxKkb1mZWgYG10h67tfz3H7t/7xCyHh948tsp0QqQPF1JF/ufnGlaG50DBJbmOHqWFrnxcR/tfT2G+N+sUJEvNvkP9aXLW85yTiSNst/Cgh4dExuTtio+ooFFXxF/wxzEgZzThswuul3ex+AAPfFt4FW0w4WA8d3iBLaXuN9MUbjHJnnrZ2jhkMqhiWp6a5HRuWbMdgOoAaa7C9ssrikTxxadhziWSZoqeepEgfQQU9NOY99eWuif9xNztjpGK16+RRHxsWpRms6Qd2+oi9j/I4EqGpXzxVJpRACSeZWxRLbW9hBrf5/ljkiUg4iSY+CBFpBkzyzMAMz3tbt5PnHOyp3NNTh+bUUfCYaoMbNW8SMrke5yMNdB2wb6yzskaoXvYnohEv5lv0ncW38YBFTSR2E9T6fSbXIY6CSSy/wB5T2y4J9Z8tliEpjC2vd5jEt8y26htrhgIEK/wQrTZLCTTlhgAc/YP1DXsNR+XtizeiqWWr4bOzBiwlsblib292AP6j9d8VtzzeFtnbmdVtahJ79WnUbA/G47G+Lb/APnUZThdQrKV/pAfoy6W+T/qP22FMcuErJ5I8lQzPC5r/lHywGJho4F8THX+TIh8KFfrXTgULHsE16d7ef8A7indL8NiymM/0trnlkX19kYX+1/OFzeqK/1HxSnpUMxiihK8mIdFlXfXfyfGG06uvCEkZyjiYAiTNtY9yyfrt7Xxwt2dMejnxCJ2lpm5dwY4VDCIEm3b+pP6f5V3xqmWKgKC2inZQv3sEQf5ca8SjiNRTSNCjXih63VeoDtmKEEf3yL9hvgZ581N0sGup1BBH7O4/wA32GBDZZqKoMHCamQAHpUfqMVioljMNRaeNWyLccylzDVNwy5h/eJHVr2wCs1oKkJJGrSAFXDXsB7i4BwR+L/6B7VYGWIHlmuQBAGXqytH0/NyPca6OUk+hRHQaZZHeFa2psbmOkpqOoNvay2sD7nGEkrE4lKx/jAJpRcDhUJYdTbi+h8DfTAlW0bTq8kdA55wEbVsseVm10WSn1LeHG2BaeOl/iI5EVE5/BG3J43y+7Wylj1d9e2vtjBscvxN6dQk/EuKRsxLKz8IjGUWvawPkfpjb1W0heIRiZ3INhDEsjHqH5W08nxgdY6+nhMcVL6uCNlYSUdctQoFtlKgaa/sMa+s2UqnMEJSxuKgtl+pd8upPjucNCYsmYpQOJWdWB1aVYUYa9xqo/8AP3wd6e4i9Nwx0pp+iTqDoE6the6Io/S/zhMJBFw+0KiIXGUJFyR9XYNc6+Oo9tTgzgbTS1UcEcOZ5UZs0ucbC+uYBjp7+3bYaWjLLZS8cqI4QjNnt3bfEwCCFihcvBllQOhVtCD3xMb5GaPMKbiP4SVKiCd1IzKOWcpHuARiw0HrGuMgvOHyIFAdQQFBza21798U38La/T8MBe+CaKnaSdR+RCCxOxxHjbpAXqm9RJVmO8zRMg6LnOA18wJ7+NsTjMbcXnP4FXdiuW0QGrXbUi97WtbFaHD1esgOeOMZunpzZm9sNJuGPS3kqHkMg+lVi0/xAnBJOGmZtiipSeF+RKkoqhdTmzLkHuATv/wYf8CpXNO4M5DPAHjEchGzAm+9u3Y74WvLUSEM000GmVXKnbe3xjrw2sqqRmipXk6hla0COpF+4Ye+JqSZpMt9XS1KVkZpKitaScAkUsEBlRTf6rgcxbkabg98J2qFi4jI9Y4gtR9Z4jwRAPzfVkvk+Bvv3wApimJSaKCsjytnEqasST/ZsRYGwA2wxo6mGCanqEqK+kkkhMSilqjpa9r3vca9zph80UTOlJTU8wI4bwnhtbG7KzycM4sYmDW3yPcjUnSwx29Ws4KZDKrAN/VEBh1DudB5PYXxiqiR5iso4HVxyqHk/EQtBK5AvrIhCk6m5J7419T8l5oYpoRKpu3KJHYg3+xtikRSYgiDy0LFQMhaxdWZ131uzatpvbftbGwnajaOOmmYZV6jEoQb7/ppuTjnU1NVUOVTpVRlvayIPYe5P/O2AqklVVYwCLlevv5NsE5J/rEkm2bVdXUSyDO5bKMozNsLk2Fu2uM4CMjEKMrsALAjbExjQ7Ocq5XZVyuQT0331v8AfEWJ52z0ztBIdg30N/ths1HC8yCULLJl0yOem1/j+eO5RWKRlWVTcAnXbv8AuMZU2ugK9VVFVIkaSP1xm2Qb77eMPaT1NNHVpBOFMDhUCublQALsTbvjjWwGZVpp4xIifRr1KfcEY4R8CWSZiahDHGAGhIJZmsd9tPi+NqXtgWPjD8OSgadJ0yHVVWS6uR498KeHxLLTGqo+ckinrKyEgeGH/O2NeI8PSlobxyASGymEqRpt33/bBvpykq6OhqjWu3LkRul9yfjt3132wtNugsUR1a1NY0c1OZhlJJjlMbjbXMNftghayxvTVJksbAVCKWA9sw0P31wDVFedzCdL3NvjHThEAr3aCWB5Hi62ZTl0vtheh/QzevrVpFlbhZkQm2cMcjDvcftvjs/En4ozZkRZJIyoDktb3sbXwO9PNQJl4fJURBul4pG7bdv9r+cceEJzawjiFKQhFg6G1j7++DTVINs7lmuKYRMBnDBiRrYWuP2wFPTkgs0xzrYaLcW8fe+mHsnCaeNUFJxEKWUBmdw17D2vr++F9ZQpMYqejeaV2IWQ5LBvIHYDCacBbBaH0zPXw/iFqRlY9JsbEYmLqoehijpaamkdIkC3EyrqN9CMZxtLQUijlSKhIeY5QFPqN73Njv8AAxqtTKZMubQoxOm9rn+WM4mExGs9Qwo4aiymUlRmPnLf/UcDzytFNz4uiSxkupO42+2JiYF2MKasnq4xWTPeZZACf7XVucCTeoOIVDxxSSAomul+rtrrriYmKJbA2mjVjrf2+2M8OlePiIZLdF+2/wA4ziYnEcf6Qyi4xVfx2CkKwmCUAMhS4+QPfFqp+G0dRKyvAoGRj0kjZScTExbiuKdFs+sjBv4PRSFbxEHa6sQcG8PooKHN+HS1gX11uQMZxMN9ETcbXuRfExMTDEf/2Q==",Those hoping for a Housing Board flat in some of Singapore's most desirable estates may have their best bet yet in the HDB's latest Sale of Balance Flats (SBF) ...,Large number of balance flats in 2 towns. Those hoping for a Housing Board flat in some of Singapore's most desirable estates may have their best bet yet in the HDB's latest Sale of Balance Flats (SBF) ...,0.10000000149011612,0.4000000059604645,-0.034161491516213977,Housing Board|SBF|HDB,,More than 4300 new flats launched in first HDB sales exercise of 2018
