source,target,link_type,article_id
Bhilai - Manufacturer,G.N.,ORGANIZATION,gn_chemicals_00000
Bhilai - Manufacturer,Manufacturer,ORGANIZATION,gn_chemicals_00000
CLP International,Quape,PERSON,clp_international_00001
Employees,Suntec Tower 3,PERSON,superin_chremical_00000
Employees,Superin Chemical (s) Pte Ltd,PERSON,superin_chremical_00000
G.N.,Manufacturer,ORGANIZATION,gn_chemicals_00000
Importers,Unilite Chemicals Pte Ltd,ORGANIZATION,unilite_chemicals_00000
Suntec Tower 3,Superin Chemical (s) Pte Ltd,ORGANIZATION,superin_chremical_00000
