name,type,importance,sentiment_emb
Keppel Corp,ORGANIZATION,1.0,-27.27272727272727
EIG,ORGANIZATION,0.04180494694077438,-100.0
Singapore Exchange,ORGANIZATION,0.011367358642194868,100.0
Sete Brasil,PERSON,0.006950489640019737,0.0
Sembcorp Marine,ORGANIZATION,0.0069005579250014625,-100.0
