topic_id,article_id,date,title,full_title,media,language,topic_score,article_score,href,thumbnail,abstract,topic_title,text,sentiment_score,sentiment_magnitude,topic_sentiment_score,organization,person
0,pacific_andes_00124,2017-03-28,Company briefs : Pacific Andes Resources Development,Company briefs : Pacific Andes Resources Development,The Straits Times,en,1.0,1.0,https://www.straitstimes.com/business/companies-markets/company-briefs-pacific-andes-resources-development,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSM8aEJdrKmD8Yseoycq4RKSNV8YkWsAGcnrc-CLk14bQNHMqmTm3_Z2fnc4BFsR5hmVsnNGS4,"Pacific Andes Resources Development. Golden Target Pacific, an indirect subsidiary of Pacific Andes Resources Development (Pard), has filed for Chapter 11 ...",3 new High Court appointments and new deputy Attorney-General: PMO,"Company briefs : Pacific Andes Resources Development. Pacific Andes Resources Development. Golden Target Pacific, an indirect subsidiary of Pacific Andes Resources Development (Pard), has filed for Chapter 11 ...",0.0,0.0,0.01999999980131785,Pacific Andes|Golden Target Pacific|Chapter|Pard,
0,pacific_andes_00000,2017-01-03,"Pacific Andes wants former liquidators questioned, putting pollock ...",pacific andes wants former liquidators questioned putting pollock business in spotlight,Undercurrent News,en,1.0,0.6442953020134228,https://www.undercurrentnews.com/2017/01/03/pacific-andes-wants-former-liquidators-questioned-putting-pollock-business-in-spotlight/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzBTTUIpERVUImspnVAWb3E33SrqUIJt42pNIyw0eXPQIm6VrhM_vpHBfHWBgkwTVIYo1oTwk,"The Ng-family controlled Pacific Andes Resources Development, (PARD), a key subsidiary of the financially troubled fishing conglomerate Pacific Andes, seeks ...",3 new High Court appointments and new deputy Attorney-General: PMO,"pacific andes wants former liquidators questioned putting pollock business in spotlight. The Ng-family controlled Pacific Andes Resources Development, (PARD), a key subsidiary of the financially troubled fishing conglomerate Pacific Andes, seeks ...",-0.30000001192092896,0.6000000238418579,0.01999999980131785,Pacific Andes|Pacific Andes,
0,pacific_andes_00439,2017-07-24,Rich Singapore investors stuck as local bond restructuring drags,Rich Singapore investors stuck as local bond restructuring drags,The Straits Times,en,1.0,0.6442953020134228,https://www.straitstimes.com/business/companies-markets/rich-singapore-investors-stuck-as-local-bond-restructuring-drags,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShYFX3olm8eQHtQMIc_SHEAudPuXdVKDGsWgZBcNMkK4i7hk6MFtBXWzeLYeh2WdWjh9T7Lk8,HONG KONG (BLOOMBERG) - Keith Kueh was expecting Pacific Andes Resources Development Ltd to pay back the company's bonds last year so he could ...,3 new High Court appointments and new deputy Attorney-General: PMO,Rich Singapore investors stuck as local bond restructuring drags. HONG KONG (BLOOMBERG) - Keith Kueh was expecting Pacific Andes Resources Development Ltd to pay back the company's bonds last year so he could ...,0.0,0.10000000149011612,0.01999999980131785,Pacific Andes|BLOOMBERG,Keith Kueh
0,pacific_andes_00278,2017-05-05,BRIEF-Pacific Andes International updates on restructuring initiatives,BRIEF-Pacific Andes International updates on restructuring initiatives,Reuters,en,1.0,0.5796217205613179,https://www.reuters.com/article/brief-pacific-andes-international-update/brief-pacific-andes-international-updates-on-restructuring-initiatives-idUSFWN1I70OG,,May 5 (Reuters) - Pacific Andes International Holdings Ltd -. * Company voluntarily filed a petition under chapter 11 for a direct wholly-owned subsidiary of ...,3 new High Court appointments and new deputy Attorney-General: PMO,BRIEF-Pacific Andes International updates on restructuring initiatives. May 5 (Reuters) - Pacific Andes International Holdings Ltd -. * Company voluntarily filed a petition under chapter 11 for a direct wholly-owned subsidiary of ...,0.0,0.0,0.01999999980131785,Pacific Andes|Reuters,
0,pacific_andes_00737,2017-10-10,"The Pacific Andes saga: forum shopping, Chapter 11 and just and ...","The Pacific Andes saga: forum shopping, Chapter 11 and just and ...",Lexology,en,1.0,0.5796217205613179,https://www.lexology.com/library/detail.aspx?g=01313d21-e708-4ef5-95e2-5ef492d7cb75,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAhbe_vopXcir4K6FbN3XTP3SKACzRxjdf5XjayfTGwN9TnHIsfz1mcO7ADro2DY-TzWoVgXc,"To recap, Pacific Andes Resources Development Limited (Bermuda) (PARD) is a public company incorporated in Bermuda and listed on the Singapore Stock ...",3 new High Court appointments and new deputy Attorney-General: PMO,"The Pacific Andes saga: forum shopping, Chapter 11 and just and .... To recap, Pacific Andes Resources Development Limited (Bermuda) (PARD) is a public company incorporated in Bermuda and listed on the Singapore Stock ...",0.10000000149011612,0.20000000298023224,0.01999999980131785,Pacific Andes|PARD,
0,pacific_andes_00058,2017-02-14,BRIEF-Pacific Andes International updates on insolvency proceedings ...,BRIEF-Pacific Andes International updates on insolvency proceedings ...,Reuters,en,1.0,0.5796217205613179,https://www.reuters.com/article/idUSFWN1FZ0QX,,Feb 14 (Reuters) - Pacific Andes International Holdings Ltd : * Insolvency proceedings have been commenced in Virgin islands against Europaco.,3 new High Court appointments and new deputy Attorney-General: PMO,BRIEF-Pacific Andes International updates on insolvency proceedings .... Feb 14 (Reuters) - Pacific Andes International Holdings Ltd : * Insolvency proceedings have been commenced in Virgin islands against Europaco.,0.0,0.0,0.01999999980131785,Pacific Andes|Reuters|Pacific Andes,Europaco
0,pacific_andes_00440,2017-07-28,Singapore court recognises Chapter 11 trustee in Pacific Andes' debt ...,singapore court recognises chapter 11 trustee in pacific andes debt restructuring,THE BUSINESS TIMES,en,1.0,0.5796217205613179,https://www.businesstimes.com.sg/companies-markets/singapore-court-recognises-chapter-11-trustee-in-pacific-andes-debt-restructuring,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSbkHyyla6zWsYlcA7t2Zkih09kS5WA2h7Uq28Gh3AWTdNAN14clpoUXPQa-Q3Gh-Jukaskcb10,SINGAPORE has recognised the cross-border debt restructuring process initiated by Bermuda-incorporated Pacific Andes Resources Development in the US.,3 new High Court appointments and new deputy Attorney-General: PMO,singapore court recognises chapter 11 trustee in pacific andes debt restructuring. SINGAPORE has recognised the cross-border debt restructuring process initiated by Bermuda-incorporated Pacific Andes Resources Development in the US.,0.20000000298023224,0.5,0.01999999980131785,Pacific Andes,
0,pacific_andes_00214,2017-04-27,BRIEF-Pacific Andes Resources Development updates on insolvency ...,brief pacific andes resources development updates on insolvency proceedings and restructuring process idusfwn1hz0uc,Reuters,en,1.0,0.5796217205613179,https://www.reuters.com/article/brief-pacific-andes-resources-developmen/brief-pacific-andes-resources-development-updates-on-insolvency-proceedings-and-restructuring-process-idUSFWN1HZ0UC,,April 27 (Reuters) - Pacific Andes Resources Development. * Directors of Zhonggang Fisheries Limited filed a voluntary petition for relief under chapter 11 on 17 ...,3 new High Court appointments and new deputy Attorney-General: PMO,brief pacific andes resources development updates on insolvency proceedings and restructuring process idusfwn1hz0uc. April 27 (Reuters) - Pacific Andes Resources Development. * Directors of Zhonggang Fisheries Limited filed a voluntary petition for relief under chapter 11 on 17 ...,0.0,0.0,0.01999999980131785,Pacific Andes|Reuters|Zhonggang Fisheries Limited,Directors
0,pacific_andes_00061,2017-02-16,3 new High Court appointments and new deputy Attorney-General: PMO,3 new High Court appointments and new deputy Attorney-General: PMO,The Straits Times,en,1.0,0.44103547459252157,https://www.straitstimes.com/singapore/courts-crime/three-new-high-court-appointments-and-new-deputy-attorney-general-pmo,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAGQAZAMBIgACEQEDEQH/xAAcAAABBQEBAQAAAAAAAAAAAAAFAAMEBgcCAQj/xAA4EAACAQMCBAQEBQMCBwAAAAABAgMABBEFIQYSMUETIlFhBzJxgRRCkaHBsdHhM3IVFiNDYoLx/8QAGQEAAgMBAAAAAAAAAAAAAAAAAgMAAQQF/8QAIxEAAgICAgICAwEAAAAAAAAAAAECEQMhEjETUQRBFJHhMv/aAAwDAQACEQMRAD8ACcXSPrl/qFxrs5guLVVFvYITyAsT09TjBJ96rR0zUntoHmiuWtySIQ2So3/KO32r6IGgaZLqE8rReK8wHiRyJucDAx7USubWA28ML28ZhXoNgFx0qqvsJpao+ab5tW0i4isRJdWsUq87JuobPWmYImhi5wMAnp7V9JavoGm6xCrzw87xLmNhuRsdqzD4acHR61Hr8eqkhorjwEI6x7Z2z9aija2wZa6KRY+Jo+p2+q+EGthlJgyZVlI3H8/ag13bLC0l3FlEaUmA5IbGcggdRW98V8EOvBA07SVSS6gkVwzDBcA7/tWe8J8OPDxVbrxTp0osZGMQZxlBL2B9jRV0gTPbayvtVuhFbxS3Nw56DLMfr/mrHrvw94h0DTo7/ULVBB1cpIG8P/dWkfESw0ngSGDUdBhazv7ktEjRMMDbOSD1xWWazxXxDrdqbTU9YuLm2zzGNuVQT78oGamkTYFFndNbPepETbqwVpFGwJ7U0RkZPXvUuFnEbxiRxE4HMgbYkeopmZNjgZwdqG0GkRzA2OYYxS8E8nNg49q6UOM/XrTsDMsoLLzL0K+tVeymQ/LSon/wZ5WZkblXOwPalRFWfRVvxnKufxlor7eVkOCKl6nrmmXX4RFu4Vdhkrzbj+1Uvr1qnyBjIFXmUNckN9M0yUUycnBpo3uy1TT+dIUvIeYpkDxBUTh+SM8Qa5ytH55In8ox+TH36Vky6BzOxtrkoc5AbpUczX1pqqorzR3CqGZkk+bB2PvQOLQTld2b5qN7b6bp9xfXb8kFvG0kjYzhQMmsO4i+KurTyZsxa28YYMsPhLIR/uYgjOPQCrTxVxY+q8LJp8FpKZrwckpdguApBOCAevr/APKzwtaaRM0L2k3LI275DZ9+g2ok1EJYnLb6Ljw9xToXxFuLbSeKbCNrzBEEkZIUnGcY7HY79PptTfFfwrjsy1xosS/h0TdHYk59TVZ0+ysbnV9PGipCbxryLeIgMuWGSR2wMn7V9D3UEd1bSQSjMcilWHtQclIk8bg6s+R7yNopHQryspKke9emNvwUUgx5mINWrjjheTRtZmhjJkjL+U9TvvVYZSiBW5hyEnlPakbToiZZuC+BJeJNLuryKdo3SYIiFcq4779jVoHwrS2lhJnLSFWyp6ZFSvhTLez8LERSpawLO/Iy4Jf1z981aNRVVggFzfswDsC/PjtWqMY1tC3dmZrwzdQtIjxnIc9N6VQ77UfC1G7j/HgBJSBuWyMDvXlXr0Dxfsuc0JhleKTyOmQynqKrOsW7m3S4toHjjjmy7ZzncDNFhZXN1ctPc6lNK7fNhMZ9dzULVhdwSxQWMcty8jEeCAWLemAOtX9bCyVeg1bYB69hTq8F3GuavBeXLPa6ekZEkg2d/QKCP3O1WHhHQ5bS1judaWN7w7iIbrD7H1b+n71ZZZ9urZo1FtUA5JFD4g0Cz0TQVbSnncW7MzmZgzFW2znA2FUaC7up52lkEMnhnyRyOF5gP5rWtTnjWBvHj5omJV1C5GD6+1UDROEDNrE9vdzsbNHzblV8zqdwMnpgbZ9RQ5saVNGn4+VpNSInC89lBqcutm1dpEfy8shQeIdxkjfsc/5o1rfxD1toSkRggRiBzRRksB7EmpmocO2tnYXAEJimgYjlDZz/AHqpnljVyQHKrkKRms9Si0heSam+SA2t6vcSXMNybqSV5ACXkOSSDUDTX/G6hdC5UPmF2+9O6hALjUIVvJUt48HD8u2KmWENvZaixDqyyQFUYH5zsaJtMPFjlJqTXZfuDI7f/kyw8VGiXlbONs+Y71J1z8AdGReVjD4hzj6b0D0Piex0/SIbKbd4QQQSNt6fuuMdNmtvBKA+bOBuMVamhz+Lk43r9oyueWLx5fDTkTnPKCM7UqK3Gn6fdXEsrXhXmY4VF2X2pVXNAv42RP8AqNBkuhGhlkXEY9KIcIWaTXEmuSB1CsywBu7YwT9BuPrn0qraHZy67qcdp4k5iKlpGB+RAN/7D3IrQ57i3ihjght5Y44UCKsZB5QPbam/FUssuT6MU5aO2vn8RkDYJ6GuUupFbBZs9snrQyW4jLBo3OVOSrjBqbGBMuD869vWuk0hZJeTx8qw69RTaNBZIJpDyKo+Y9hmkP8Aoqc/NjANBuK35uHbxlbYBAO2fOKwZW1ZoXRPuL/T7qKYPOpZ+nm60BlsLJJ7eZHXwyCJADnFUuDxTN4ikAEAEDvTtwZ2RC07CAHfH9KxeeV7LVIJcW6SuryQDT5UjWMFS0m2T616nDen8kTpcCOSBRyYf526HOaHJey3CFYcR48uM71DvVlVwJJGDAb79KBTlyCeXkHl4a011M89zJ47NghSDtULV9CiRln0mSSRseYPjqDtQxbmaKIJksWXfLZxUZJ7kF2iaVVzk4NF5J0DYftNC05rdHvbu6Fw45pAi7AmlQNNUkjHKdyOpDYpVfkl6JyZrHB1oNJ0bxZFImu8O7EEAL+Ufpv96mzSq+cHp8rA9KwyPiTV7K5MkepSsSflmPiL9MNsPtRy1+JN2By3mnQTN2MMphz9sNXVwzhCKiZ5Qbdmh3UDSoQWWTb82zfrT1kzSwxk8wlXbbqMVQYfiHG5xcWE0e+xjlWQY98haM6DxfplzM0Ru44LhjiMzErnPp79KY5xvRFF/Zcb5XezdZTiQDm8m+3fIqMtt+M0i4tI0STxIiFSQnHNjb6b05b3QJ2nEvqUH81NtxCWH4dhET2X5aXKCbD5UjLl0HVPEBi0+43+YEBcfrU1OHtWkjCSwsF7K0gwP3rSL7Tpr23LwziKfqpJPK/sfT61nOo6zqFndSW09pcCWM4bGCP1BwRWGeDHHTDjc+jg8M3sILGSCL1JfOP2pNoEzLk3tu6kfN1qEus6hdoTHAQvTLtUS4udRiT/ALSr2C75pdYvQ1YZtBJeHUX/AFL+IH1CE17/AMFtI4+Q6hkd8R/5ob4d/KFZrsgMucBKZkglWRUkvJcv0AxvUbx9UF+NOrJ0mhaazkm/kyf/AAFe0KksZC55b2UD0NKpyx+ifjSKbI2d23z3x1riM4OatXEPDNzLeyXGnxLySEs0ZbGCeuKByaHqkfzWUn2IP81pdoQRw2e9JCASTXklleRfPazD/wBaZJdc8wYY65GMVVssOWmv6pa/6OpXQA7NIXH6NkUVt+OdeiK5vg4HUGJBzfXlAqnCTbY06G2670SmwWjXtM+KMC6dL+NhMc8aYQJkq57fShVhrXiRdY5FI2JQGs5BJQj2onw8biYzRQMWaJOdU6kgYz/WlZbkaMElHTLurrLz+RGAzgR+Ug9sjpTboAMtyKpOBmhmlLPJOnhh0ZiMgqcL7N/Bo8+nyy45z39Kz8G2bXkpUhnlAYAOcgbgDpTUlu0l34iR5AGAaIiwk/NI360jp47s360fj2K56Az28oc7DrSosdPiJ3FKr8ZfkZMZRjNc8ihc4pUq3M5p0baMjcZz60N1CzgQGRI1Vl7gdaVKhl0wof6QCvbG0uLeWWa3iaREYq3LjG1UlP4FKlSENyDgo3wEccRwDsySA/TGf4pUqkuwY9mpqq8x8oB9a9IGcUqVQ0nJAz0pqTboaVKoUxkmlSpVZD//2Q==","While on the Bench, Judicial Commissioner Ramesh presided over civil matters including the corporate restructuring of Pacific Andes Resources Development ...",3 new High Court appointments and new deputy Attorney-General: PMO,"3 new High Court appointments and new deputy Attorney-General: PMO. While on the Bench, Judicial Commissioner Ramesh presided over civil matters including the corporate restructuring of Pacific Andes Resources Development ...",0.0,0.0,0.01999999980131785,High Court|PMO|Pacific Andes,Attorney-General|Ramesh
0,pacific_andes_00282,2017-05-16,Indian Insolvency Regime without Cross-border Recognition – A Task ...,indian insolvency regime without cross border recognition a task half done,Legally India,en,1.0,0.407158836689038,https://www.legallyindia.com/views/entry/indian-insolvency-regime-without-cross-border-recognition-a-task-half-done,,"Recently, a Singapore court in Pacific Andes case (In Re Pacific Andes Resources Development Limited and Ors., [2016] SGHC 210) highlighted the need to do ...",3 new High Court appointments and new deputy Attorney-General: PMO,"indian insolvency regime without cross border recognition a task half done. Recently, a Singapore court in Pacific Andes case (In Re Pacific Andes Resources Development Limited and Ors., [2016] SGHC 210) highlighted the need to do ...",0.0,0.4000000059604645,0.01999999980131785,Pacific Andes,
