source,target,link_type,weight
DBS,Swiber Holdings,ORGANIZATION,3
GuocoLand,Swiber Holdings,ORGANIZATION,2
Gupta,Swiber Holdings,PERSON,2
DBS,Gupta,PERSON,2
Acra,Swiber Holdings,PERSON,2
SWIBER Holdings,Swiber,ORGANIZATION,2
Singapore High Court,Swiber,ORGANIZATION,2
Swiber,Swiber Holdings,ORGANIZATION,1
Acra,Swiber,PERSON,1
