name,year_month,sentiment_emb,year,month
Reuters,2017-4,-100.0,2017,4
Rickmers,2017-4,-100.0,2017,4
Rickmers Trust Management Pte. Ltd,2017-4,-100.0,2017,4
Trustee-manager,2017-4,-100.0,2017,4
Navios Containers,2017-7,-100.0,2017,7
Navios Partners,2017-7,-100.0,2017,7
Rickmers Trust,2017-7,-100.0,2017,7
Sembcorp Industries,2017-7,100.0,2017,7
Navios Maritime Completes Acquisition of 14 Container Vessels,2017-8,100.0,2017,8
Rickmers Maritime,2017-8,100.0,2017,8
