source,target,link_type,article_id
Lees,OCBC,PERSON,ocbc_00520
Lees,UE,PERSON,ocbc_00520
Lees,WBL,PERSON,ocbc_00520
MAS,OCBC,ORGANIZATION,ocbc_00108|ocbc_00701|ocbc_00712
MAS,Prem Hirubalan,PERSON,ocbc_00701|ocbc_00712
MAS,UOB,ORGANIZATION,ocbc_00108
MEPS,OCBC,ORGANIZATION,ocbc_00408
MEPS,Payments Network Malaysia Sdn Bhd,ORGANIZATION,ocbc_00408
Man,OCBC,PERSON,ocbc_01401
Mobike,OCBC,ORGANIZATION,ocbc_01208
Moody,OCBC,PERSON,ocbc_01026
Moody,UOB,PERSON,ocbc_01026
NAB,OCBC,ORGANIZATION,ocbc_00400|ocbc_00402|ocbc_00420
NCIL,Nam Cheong International,ORGANIZATION,ocbc_00503
NCIL,OCBC,ORGANIZATION,ocbc_00503
NRIC,OCBC,ORGANIZATION,ocbc_00715
NRIC,PayNow,ORGANIZATION,ocbc_00715
Nam Cheong,OCBC,PERSON,ocbc_00645
Nam Cheong International,OCBC,ORGANIZATION,ocbc_00503
National Australia Bank,OCBC,ORGANIZATION,ocbc_00519
Nets,OCBC,ORGANIZATION,ocbc_00304|ocbc_00307|ocbc_00403|ocbc_00692|ocbc_01060
Nets,Singapore Clearing House,ORGANIZATION,ocbc_00307
Nets,UOB,ORGANIZATION,ocbc_00692
OCBC,Oxley,PERSON,ocbc_01344
OCBC,POSB,ORGANIZATION,ocbc_00118
OCBC,Passengers,PERSON,ocbc_00646
OCBC,PayNow,ORGANIZATION,ocbc_00500|ocbc_00715
OCBC,Payments Network Malaysia Sdn Bhd,ORGANIZATION,ocbc_00408
OCBC,Perennial,ORGANIZATION,ocbc_00518
OCBC,Pranav Seth,PERSON,ocbc_00500
OCBC,Prem Hirubalan,PERSON,ocbc_00701|ocbc_00712
OCBC,RHB,ORGANIZATION,ocbc_00804
OCBC,Representatives,PERSON,ocbc_00025
OCBC,Samling,ORGANIZATION,ocbc_00124
OCBC,Singapore Clearing House,ORGANIZATION,ocbc_00307
OCBC,Singapore Exchange,ORGANIZATION,ocbc_00602|ocbc_01200
OCBC,Siri,ORGANIZATION,ocbc_00903|ocbc_00908
OCBC,Smartkarma,ORGANIZATION,ocbc_01145
OCBC,Straits Times,ORGANIZATION,ocbc_00725
OCBC,TT International,ORGANIZATION,ocbc_00726|ocbc_00813|ocbc_00841
OCBC,UE,ORGANIZATION,ocbc_00506|ocbc_00520|ocbc_00608|ocbc_00609|ocbc_01100|ocbc_01117|ocbc_01145|ocbc_01331|ocbc_01344
OCBC,UEL,ORGANIZATION,ocbc_00004|ocbc_00602|ocbc_01117
OCBC,UOB,ORGANIZATION,ocbc_00014|ocbc_00102|ocbc_00106|ocbc_00108|ocbc_00118|ocbc_00250|ocbc_00502|ocbc_00692|ocbc_00800|ocbc_01026|ocbc_01081|ocbc_01101|ocbc_01204|ocbc_01347|ocbc_01409
OCBC,Victor Lo,PERSON,ocbc_00705|ocbc_00708
OCBC,WBL,ORGANIZATION,ocbc_00505|ocbc_00520|ocbc_01100|ocbc_01117|ocbc_01145|ocbc_01331|ocbc_01344
OCBC,WBL Corp,ORGANIZATION,ocbc_00506|ocbc_00609
OCBC,WBL Corp Ltd,ORGANIZATION,ocbc_00602
OCBC,WBL Corporation,ORGANIZATION,ocbc_00000|ocbc_00505
OCBC,YPI,ORGANIZATION,ocbc_01100|ocbc_01117|ocbc_01344
OCBC,Yanlord,ORGANIZATION,ocbc_01145|ocbc_01344
OCBC,Yanlord Land,ORGANIZATION,ocbc_01100
OCBC,Yanlord Land Group,ORGANIZATION,ocbc_00608
OCBC,Yanlord Perennial,PERSON,ocbc_01145
OCBC,Yanlord Perennial Investment,ORGANIZATION,ocbc_01331
Oxley,UE,PERSON,ocbc_01344
Oxley,WBL,PERSON,ocbc_01344
Oxley,YPI,PERSON,ocbc_01344
Oxley,Yanlord,PERSON,ocbc_01344
POSB,UOB,ORGANIZATION,ocbc_00118
PayNow,Pranav Seth,PERSON,ocbc_00500
Singapore Exchange,UEL,ORGANIZATION,ocbc_00602
Singapore Exchange,WBL Corp Ltd,ORGANIZATION,ocbc_00602
Smartkarma,UE,ORGANIZATION,ocbc_01145
Smartkarma,WBL,ORGANIZATION,ocbc_01145
Smartkarma,Yanlord,ORGANIZATION,ocbc_01145
Smartkarma,Yanlord Perennial,PERSON,ocbc_01145
UE,UEL,ORGANIZATION,ocbc_01117
UE,WBL,ORGANIZATION,ocbc_00520|ocbc_01100|ocbc_01117|ocbc_01145|ocbc_01331|ocbc_01344
UE,WBL Corp,ORGANIZATION,ocbc_00506|ocbc_00609
UE,YPI,ORGANIZATION,ocbc_01100|ocbc_01117|ocbc_01344
UE,Yanlord,ORGANIZATION,ocbc_01145|ocbc_01344
UE,Yanlord Land,ORGANIZATION,ocbc_01100
UE,Yanlord Land Group,ORGANIZATION,ocbc_00608
UE,Yanlord Perennial,PERSON,ocbc_01145
UE,Yanlord Perennial Investment,ORGANIZATION,ocbc_01331
UEL,WBL,ORGANIZATION,ocbc_01117
UEL,WBL Corp Ltd,ORGANIZATION,ocbc_00602
UEL,YPI,ORGANIZATION,ocbc_01117
WBL,WBL Corporation,ORGANIZATION,ocbc_00505
WBL,YPI,ORGANIZATION,ocbc_01100|ocbc_01117|ocbc_01344
WBL,Yanlord,ORGANIZATION,ocbc_01145|ocbc_01344
WBL,Yanlord Land,ORGANIZATION,ocbc_01100
WBL,Yanlord Perennial,PERSON,ocbc_01145
WBL,Yanlord Perennial Investment,ORGANIZATION,ocbc_01331
YPI,Yanlord,ORGANIZATION,ocbc_01344
YPI,Yanlord Land,ORGANIZATION,ocbc_01100
Yanlord,Yanlord Perennial,PERSON,ocbc_01145
