source,target,link_type,article_id
Ghana Shippers Authority,LTD,ORGANIZATION,pacific_intl_lines_00000
Ghana Shippers Authority,ROYAL BOW CO,ORGANIZATION,pacific_intl_lines_00000
LTD,ROYAL BOW CO,ORGANIZATION,pacific_intl_lines_00000
